text,label,roberta,roberta_score,input_length,gpt2,gpt2_score,roberta_latency_ms,gpt2_latency_ms,deberta,deberta_score,deberta_latency_ms
@user ohhh ok i see 🤔 what if u have medical marijuana clearance? Does that make a difference,neutral,neutral,0.9275136590003968,93,positive,0.999990701675415,35.270624997792765,30.501874978654087,neutral,0.9285656213760376,240.9802500042133
OPINION: The Anti-#Trump #Riots Are a #SmokeScreen:,neutral,negative,0.5895980596542358,51,neutral,0.9999568462371826,39.74645902053453,27.130542002851143,neutral,0.5051111578941345,234.71095800050537
ISIS and The CIA What You Need To Know! #ISIS #falseflag #saudi #CIA #mossad #israel,neutral,negative,0.826901912689209,84,neutral,0.9999884366989136,38.460582989500836,33.30099998856895,negative,0.5866772532463074,269.94025000021793
@user alt-right was adopted by Deplorables. Average middle Americans.  I've now moved to Libertarian. @user,neutral,neutral,0.5151349902153015,107,positive,0.9999330043792723,38.49099998478778,32.76816601282917,negative,0.5320606231689453,281.83825002633967
"@user #GilmoreGirlsTop4 Lorelai, Rory, Lane, Sookie @user @user",neutral,neutral,0.8869539499282837,63,positive,0.9999730587005616,34.565166977699846,29.9880409729667,neutral,0.923018515110016,262.63529201969504
"Christians In Palestine: Yes, They Exist #gaza #palestine #israel #BDS",neutral,neutral,0.7468939423561096,70,neutral,0.5386790037155151,36.38887501438148,27.900832996238023,neutral,0.8373422026634216,297.95287500019185
"@user Going to see #FantasticBeasts this afternoon. Mom is a Potter fanatic. My niece was, but she's kinda growing out of it.",positive,positive,0.7539661526679993,125,positive,0.9997261166572572,43.37866700370796,41.4654589840211,positive,0.5137090682983398,256.1861249851063
Listen to win passes to see #FantasticBeasts after 2pm w/ @user,neutral,positive,0.5687165856361389,63,positive,0.971679151058197,39.05895899515599,29.172415990615264,neutral,0.6469086408615112,247.98070802353325
The United Nations Headquarters in New York #unitednations #newyork #usa🇺🇸 #USA #newyorkcity…,neutral,neutral,0.7923486828804016,93,positive,0.9991305470466614,44.69616699498147,32.26066700881347,neutral,0.9177373051643372,257.1808329958003
Zac Efron Flaunts Fit Abs in New ‘Dirty Grandpa’... #ZacEfron,neutral,neutral,0.6070791482925415,61,neutral,0.99881112575531,37.4642499955371,30.08712499286048,neutral,0.7332872152328491,255.80625000293367
1am and I'm still watching #ThisIsUs,neutral,positive,0.5023007988929749,36,neutral,0.99857759475708,38.74745799112134,21.497707988601174,neutral,0.7834206819534302,321.5228340122849
The left has really gone Full retard haven't they?,negative,negative,0.869616687297821,50,negative,0.9997326731681824,39.22145799151622,21.167792001506314,negative,0.9472068548202516,292.96645798604004
"#Israel fire updates: Major blaze breaks out near #Jerusalem, firebombing suspected...",neutral,negative,0.7278672456741333,86,neutral,0.9999552965164183,39.70249998383224,29.602333990624174,negative,0.7374628782272339,256.6504580026958
"RT @user Can I politely suggest that we all stop using the term ""alt-right"" and use other, more precise words.",neutral,neutral,0.5126897096633911,110,positive,0.9999932050704956,35.56662498158403,31.153291987720877,negative,0.5510720014572144,274.44870898034424
Day 5 Advent Gift Countdown - 'Gold Standard'  #20moresleeps #christmasgifts #luxuryhampers…,neutral,neutral,0.690889298915863,92,positive,0.7836624383926392,37.42933299508877,32.8060410101898,neutral,0.83513343334198,264.1262910037767
When Jesse Jackson Cozied Up to Fidel Castro,neutral,neutral,0.9294458031654358,44,negative,0.9992027878761292,39.75225001340732,21.982249978464097,neutral,0.7666657567024231,266.76387499901466
Ben Carson awoke this morning to find out that the big yellow thing in the sky is the sun,neutral,neutral,0.8369396924972534,89,neutral,0.9939093589782716,41.46900001796894,28.538625017972663,neutral,0.7510932683944702,245.32399998861365
Bike parking still free.,neutral,neutral,0.5593971014022827,24,neutral,0.9999154806137084,44.4563330092933,19.528416014509276,positive,0.7370221018791199,315.6455419957638
Can't wait to try this - Google Earth VR - this stuff really is the future of exploration....,positive,positive,0.987600326538086,93,neutral,0.9542790651321412,35.20216699689627,28.61933398526162,positive,0.9939247965812684,255.4645000200253
@user @user Trump is likely supporting Putin talking on unsecured phone lines bc Trump's tied to Russia #DworkinReport,neutral,neutral,0.6587746739387512,118,positive,0.9999728202819824,38.537999993423,31.499667005846277,negative,0.4921952188014984,299.7087500116322
"The fact that mike pence thinks there's a ""cure"" for being gay is absolutely the most ridiculous statement I have ever heard in my life",negative,negative,0.9260377883911132,135,positive,0.9823854565620422,43.26595799648203,30.24458300205879,negative,0.9287660121917723,313.9971250202507
@user @user @user .....Good Old Graham Westley!!,positive,positive,0.7194947600364685,48,positive,0.999997854232788,52.47429202427156,26.170625002123415,positive,0.9311028122901917,246.3827919855248
Photos: A Thanksgiving protest against Dakota Access pipeline - The Boston Globe,neutral,neutral,0.8400619029998779,80,negative,0.9927507638931274,46.095166995655745,23.79062498221174,neutral,0.6400507688522339,362.5435410067439
@user @user @user @user Clinton foundation reminds me of Maharashtra CM Antuley's foundation in 80s for taking bribe.,negative,neutral,0.6628703474998474,117,positive,0.99999737739563,37.56929200608283,30.027041007997468,negative,0.5375912189483643,260.0679589959327
Survey shows Poroshenko has lost considerable electoral support in two years,neutral,negative,0.7186956405639648,76,negative,0.9999997615814208,50.365167000563815,23.599457985255867,negative,0.6652710437774658,278.91170798102394
When Trump jeopardizes their social security and Medicare payments imma laugh.,negative,negative,0.7910739779472351,78,negative,0.804509699344635,40.30641700956039,29.793624999001626,negative,0.8576942086219788,235.829792014556
At Any Price review – generations clash in the American midwest #ZacEfron,neutral,neutral,0.7795423269271851,73,neutral,0.999907612800598,44.48050001519732,28.39720898191445,neutral,0.9244245290756226,261.1005840008147
Next?#draintheswamp #TimeForChange#TrumpTransitionTeam,neutral,neutral,0.5630685091018677,54,negative,0.9966784715652466,46.70912498841062,31.152417010162026,neutral,0.7577468156814575,269.9427920160815
Wow - the world as we know it is slowly turning upside down: Microsoft joins the Linux Foundation. Good news I supp…,positive,positive,0.7764224410057068,116,negative,0.7825058698654175,45.35695799859241,30.42383401771076,positive,0.6530150771141052,314.886749983998
"So that Westworld show, it isn't too bad. I guess. If you like that sort of thing.",neutral,positive,0.8230052590370178,82,negative,0.9995998740196228,42.34137499588542,29.654874990228564,positive,0.4959567189216614,267.2443749906961
Grayson Allen just gave dude such a sick move,negative,positive,0.7325229644775391,45,positive,0.9984758496284484,47.00724998838268,21.17670900770463,neutral,0.6116718053817749,298.4004169993568
"Download UBER app, Register with this promo code NGSBA105 and get a free ride worth #2500. #Uber #UberNigeria",neutral,positive,0.7005258798599243,109,positive,0.8750783801078796,46.92779199103825,34.170958009781316,positive,0.6552479267120361,268.74320799834095
I love Manchester. Everyone knows that - I have said it many ti... #CristianoRonaldo #citations,positive,positive,0.9631969928741456,95,positive,0.9999979734420776,40.801583003485575,31.643624999560416,positive,0.9737452864646912,320.7211660046596
RT @user It’s not “alt-right.” It’s Neo-Nazi.https://t.co/4fPkSVlSDl,negative,negative,0.737839937210083,68,positive,0.9999219179153442,50.833540997700766,43.563958985032514,negative,0.9208458065986632,280.25941699161194
@user In august2008.puppet Saakashvili attacked South Ossetia and Russian peacekeepers.South Ossetia will  be i…,negative,negative,0.8171347975730896,112,positive,0.9999997615814208,52.30095799197443,31.354792008642107,negative,0.5475022792816162,272.286958002951
Tips for winter driving.#london #cab #taxi #uber #yellowlondontaxi,neutral,neutral,0.8237316608428955,66,neutral,0.5343728065490723,46.69762498815544,30.348375003086403,neutral,0.9284570217132568,241.63291600416417
"@user Yes, white supremacists are America's greatest problem ever.  OMG.  GET REAL.  #GOAWAY",negative,negative,0.9275962114334106,92,positive,0.9999932050704956,44.55320799024776,32.440667011542246,negative,0.948432445526123,283.08025002479553
#Hatchimals are shite,negative,negative,0.908823013305664,21,negative,0.9999980926513672,54.12295801215805,21.05050001409836,negative,0.9283818006515504,300.58370798360556
@user @user @user @user @user @user I'm getting tired of these people and their gun control,negative,negative,0.941993772983551,91,positive,0.9996248483657836,42.447042011190206,29.00533299543895,negative,0.9185290336608888,322.92033298290335
#Trump MEMORABILIA#BlackFriday - UP TO 40% OFFUse Code: BLACKFRISAVE#DrainTheSwamp #Deplorables…,neutral,neutral,0.4853618443012237,96,neutral,0.9999932050704956,51.449500024318695,35.866958991391584,negative,0.7416548728942871,283.551707980223
It's more difficult to move to Mexico as the Clintons built a bloody great fence all along the Border…,negative,negative,0.8852794766426086,102,positive,0.9999995231628418,40.99595799925737,28.974375018151477,negative,0.7961152195930481,246.51616599294357
"@user it's weird 'cause I usually like music in his vein, but it's every so shy of being memorable like a Bob Dylan/Lou Reed thing(?)",negative,neutral,0.6288521885871887,133,positive,0.9982032775878906,48.3562090084888,39.44749999209307,neutral,0.6571527719497681,267.7760839869734
#Putin has had it with #Obama and has decided to throw #America out of #Syria negotiationshttps://t.co/z4CBIDDU11,neutral,negative,0.5895330309867859,113,neutral,0.9999969005584716,44.19812498963438,40.75987500254996,negative,0.5103078484535217,266.13329199608415
"@user we all know on JANUARY 20th trump gonna push oil, fossil fuels, fracking down our throats. Fml... We must fight back. GOP sucks",negative,negative,0.9402272701263428,133,positive,0.9997487664222716,46.34549998445437,38.94354100339115,negative,0.9306899309158324,284.0045420161914
"With James Comey in office, how could the US investigate the Russians? @user @user @user  @user",negative,neutral,0.6425028443336487,95,positive,0.999950647354126,36.91920801065862,27.97904098406434,neutral,0.522215723991394,258.0453339905944
"If you're looking for work in #Palestine, TX, check out this #job: #Retail #Hiring #CareerArc",neutral,neutral,0.8689861297607422,93,neutral,0.996274471282959,40.84545900695957,29.112458985764533,neutral,0.9093777537345886,262.3570420255419
Didn't take long for the Clinton Foindation money train to derail. Zero Hedge,negative,negative,0.6751220226287842,77,neutral,0.999123513698578,42.25412500090897,27.53537497483194,negative,0.594574511051178,493.3749590127263
HOO BOY THAT WESTWORLD FINALE,positive,positive,0.7538723349571228,29,negative,0.9934899806976318,42.76454099453986,20.39224997861311,positive,0.8281749486923218,405.1813330152072
idk where to start after my intro. im writing from a pro-raising-minimum-wage pov but I'm stuck ☹️,neutral,negative,0.8479450941085815,98,neutral,0.94497549533844,42.18333298922517,29.85729198553599,neutral,0.5402054190635681,296.1748340167105
This isn't the 1st time @user & the #Hamas supporting #IntifadaBrigade mock disasters/terror attacks while p…,neutral,negative,0.7391725778579712,109,positive,0.9999949932098388,38.15958299674094,30.66462502465583,negative,0.7835202217102051,274.3707500048913
Tim Duncan and Gregg Popovich. Two legends.,positive,positive,0.845291793346405,43,neutral,0.9990975856781006,41.35399998631328,21.15912499721162,positive,0.9623535871505736,296.1385000089649
#Platz / #Place: 4   Vente Pa' Ca (feat. Maluma) - Ricky Martin     #top100 #musik #music #charts #Spain #Spanien,neutral,neutral,0.8543660640716553,113,positive,0.9820547103881836,41.83766600908712,40.97250002087094,neutral,0.9457800984382628,328.29766598297283
Come on Electoral College. Please do your job. Majority of Americans do not want @user This is NOT the f…,neutral,negative,0.8892827033996582,105,negative,0.9733205437660216,37.30591697967611,28.895124996779487,negative,0.8210365176200867,263.86270800139755
@user That looks like Trump's transition team.,neutral,neutral,0.6762527227401733,46,positive,0.9999605417251588,39.68641700339504,20.721749984659255,neutral,0.8344112038612366,278.06066602352075
shoutout to the moms of -Zac Efron-Ryan Gosling-Franco Brothers-Hemsworth brothers-Channing Tatumfor making these beautiful men,positive,positive,0.9350605010986328,127,positive,0.999987006187439,43.284582992782816,39.09937498974614,positive,0.9611230492591858,666.8468750140164
@user @user @user only wants adulation and sycophants. Like Kim Fatty the Third. Paranoia and bugs rooms.,negative,negative,0.8469410538673401,105,positive,0.9999903440475464,39.55024998867884,29.611665988340977,negative,0.8128640055656433,277.4903749814257
@user @user involuntary euthanasia is a better system,neutral,negative,0.5062392354011536,53,positive,0.999994158744812,39.43308297311887,21.77187497727573,neutral,0.5059584975242615,272.18083300977014
@user ain't that how y'all got Tim Duncan? 🤔,neutral,neutral,0.9222264885902404,44,positive,0.997335970401764,39.82579099829309,26.461916975677013,neutral,0.943596601486206,260.64424999640323
@user @user @user You're also young :P,positive,positive,0.6332813501358032,38,positive,0.9999823570251464,39.418250002199784,21.462540986249223,positive,0.5102845430374146,265.21112499176525
@user @user @user @user Let robots be #Robots!,neutral,neutral,0.7133171558380127,46,positive,0.9999854564666748,39.535999996587634,21.244917006697506,neutral,0.7777596116065979,247.2679580096155
@user @user @user @user Poorer states than Alabama have it because they accepted Medicaid expansion,neutral,neutral,0.7962915301322937,99,positive,0.9999998807907104,34.826707997126505,28.46737499930896,neutral,0.51941978931427,241.873332997784
2016 Prime Cuts JUSTIN VERLANDER Timeline Game Used 2 Color Button Patch 1/1,neutral,neutral,0.908934473991394,76,positive,0.8209943175315857,41.1885829817038,28.462499991292137,neutral,0.966222882270813,295.58850001194514
CNN weeps for their erstwhile hero Fidel Castro.,negative,negative,0.7994250059127808,48,neutral,0.9991027116775512,40.4601669870317,22.346749989083037,negative,0.6119253635406494,259.5157500181813
@user The Jew boy has spoken. @user @user @user @user @user,neutral,neutral,0.8831183910369873,59,positive,0.9999382495880128,40.67908300203271,26.79829200496897,neutral,0.8347358703613281,421.2139169976581
The latest Smart LifeStyle Food! Thanks to @user #weightloss #nationalfastfoodday,positive,positive,0.944607436656952,81,positive,0.9999982118606568,41.71737498836592,28.05608298513107,positive,0.9157962799072266,370.2367499936372
I find myself humming the notes of #ThisIsUs  @user sang a few episodes ago.  Missing her angelic voice.  Love the show.,positive,positive,0.9619680643081664,120,positive,1.0,42.820500006200746,31.075250008143485,positive,0.958232283592224,374.0356670168694
#NoDAPL #CorporateGreed #corporations are #evil especially the media #corporations #tpp #TrumpTrain #bravo #cnn #foxnews #soulless #wrong 😣,negative,negative,0.9302959442138672,139,positive,0.6510536074638367,44.19208399485797,40.427208004985005,negative,0.9433358907699584,297.797500010347
"@user it's free with insurance because of Obamacare, which trump wants to repeal 🙃",negative,negative,0.5585412383079529,82,positive,0.9999958276748656,40.811709011904895,27.08249998977408,neutral,0.6670810580253601,366.01604099269025
Buy VAMAA 3D Printing Pen 1.75mm ABS Filament 10m (0.25*40 Strands) (Snow White) at Rs. 299.00,neutral,neutral,0.8953137397766113,94,neutral,0.9999891519546508,45.49008299363777,39.418957981979474,neutral,0.9669948816299438,269.7545840055682
The #Obama admin. has carried out a deliberately deceptive campaign accusing Iran of sending arms to #Houthis#yemenhttps://t.co/KYu02C73ww,neutral,negative,0.7152671813964844,138,neutral,0.9999126195907592,44.18100000475533,42.88137500407174,negative,0.763323187828064,269.0566660021432
#Yanukovych seems much more willing to take questions from the media than @user often is! #UkrAine,neutral,positive,0.5450576543807983,98,positive,0.9999969005584716,37.40633401321247,28.69224999449216,positive,0.5193191766738892,242.18320901854895
"Madison Bartley with nice debut tonight: made her only shot and finished with 5 boards, 3 blocks, and 2 steals in Fairmont's win over Tipp.",positive,positive,0.8199953436851501,139,positive,0.9999959468841552,41.56458398210816,38.124540995340794,positive,0.9722069501876832,272.68779202131554
@user @user @user @user ☞ ISIS Films Men Laughing While Woman Is Raped in Background,negative,negative,0.550408124923706,84,positive,0.999993085861206,38.04537502583116,27.38087499164976,negative,0.918268620967865,277.92791699175723
"¡Gobble gobble, idiot hookers! #Thanksgiving #ScreamQueens",negative,negative,0.8929146528244019,58,negative,0.8658074736595154,36.20266600046307,26.862625003559515,negative,0.8851991891860962,248.59525001375005
Pelosi Challenger Brings ‘Industrial Midwest’ Perspective,neutral,neutral,0.8894288539886475,57,neutral,0.9995905756950378,38.8477919914294,21.310083975549787,neutral,0.9504350423812866,254.67741600004956
#TPP is N.W.O.; 1%er's Corporatocracy;～Global Governance by Corporate Jews.【https://t.co/WZGQvZfJgo　https://t.co/vRaKoOEr73】#ows #tcot #p2,neutral,negative,0.6061875224113464,138,neutral,0.9971725940704346,50.843458011513576,64.22162498347461,negative,0.5576702952384949,432.0966250088531
@user I hear you. Not worth it. Its like arguing with the devil. That's why I'm on gab.ai. All us deplorables over there. Come join,negative,negative,0.8972031474113464,131,positive,0.9972931742668152,43.59579097945243,39.24720798386261,negative,0.8046705722808838,280.2589579951018
Power of 50+ years of unrelenting CIA propaganda for sure. Lest we also forget 50+ years illegal USA trade embargo…,neutral,negative,0.8037253618240356,115,neutral,0.8637858629226685,40.972957998747006,30.39129200624302,negative,0.6173593401908875,255.2274170157034
"Okay, @user I think I've got my #GilmoreGirlsTop4: Max, Jess, Luke, Sookie",neutral,neutral,0.5987563729286194,74,positive,0.9890379905700684,38.48070799722336,29.219499992905185,positive,0.5245579481124878,252.93612500536256
How To Get Medical Marijuana Dispensary Card Ontario,neutral,neutral,0.9305432438850404,52,neutral,0.9999662637710572,44.37250000773929,21.17787499446422,neutral,0.93187415599823,265.8918749948498
"@user Your progressive POS rag is as irrelevant as Michael Moore, one of your early editors.",negative,negative,0.9423037767410278,92,positive,0.9991934895515442,41.902791999746114,28.55345801799558,negative,0.9408276081085204,260.97520801704377
“It’s such a futuristic idea. A world in which the descendants of slaves become poets.” ~ Terrance Hayes #NBAwards,neutral,neutral,0.5821343064308167,114,neutral,0.9999858140945436,44.9300000036601,32.260999985737726,neutral,0.508983850479126,244.9458750197664
"are you gonna say ""suck it bitch"" to the people he mass deported? the people who've been terrorized by drone strike…",negative,negative,0.9411778450012208,116,negative,0.9986353516578674,41.63683397928253,31.83024999452755,negative,0.9075661897659302,241.95549997966737
"@user Why is no one screaming for gun control? Shouldn't that be the story MSM obsesses over? But no, they MUST discredit #PizzaGate",negative,negative,0.8237280249595642,132,negative,0.9999117851257324,45.273875002749264,41.17441701237112,negative,0.7698172926902771,273.04945900687017
@user Wow...this is one deadly statement! Reminding me of the Greta Muhammad Ali.,positive,negative,0.9308304786682128,81,positive,0.9994693398475648,40.20858398871496,28.16354201058857,neutral,0.5451977252960205,244.632082991302
#pmp course prep with @user in #tripoli #libya; 25% discount; only 5 seats left!,positive,positive,0.5323866009712219,80,positive,0.9999467134475708,41.379750007763505,28.779375017620623,neutral,0.6238057613372803,246.82737499824725
i bought it for kh3 and persona 5 and ffxiv (tho i havent touched that in months,positive,neutral,0.7599878311157227,80,neutral,0.976467788219452,37.01187501428649,28.754333005053923,neutral,0.8693675994873047,241.444290993968
Drop 75% Price: £7.88. Paperback: The Gay & Lesbian Marriage & Family Reader: Analyses of Problems and Prospe...,negative,neutral,0.8848009705543518,112,neutral,0.9961501359939576,40.69804202299565,36.427333019673824,neutral,0.8960606455802917,246.9065409968607
@user @user @user @user You mean like Nancy Pelosi making millions on insider trading from her House sources?,neutral,neutral,0.6627072691917419,109,positive,0.9999825954437256,37.27641701698303,29.20400002039969,negative,0.5508437752723694,243.58375000883825
Can someone tell me where I can get a good red eyeshadow from?? (Not animal testing brands pls x),neutral,neutral,0.6381387114524841,97,positive,0.9999934434890748,37.03012500773184,28.873875009594485,neutral,0.792330265045166,248.64829200669192
Michael Hicks picks off Bishop Moore pass; after illegal-block penalty @user ball at its 33 7:50 2Q @user @user,neutral,neutral,0.9546419978141784,111,positive,0.9944274425506592,38.27475002617575,31.2839999969583,neutral,0.9254541397094728,431.4863749896176
See @user and @user on TV talking about #Homeopathy #ten23,neutral,neutral,0.8244907259941101,58,positive,0.9999796152114868,38.94974998547696,33.04958398803137,neutral,0.9433168172836304,351.26112500438467
"@user @user @user hi love the tweet, got stuff on social security tweet",positive,positive,0.9736595749855042,71,positive,0.9999991655349731,39.73329198197462,31.955375015968457,positive,0.9860513210296632,250.49041700549424
"@user Man who funded anti-Trump riots, Hillary, @user funded radicals to overthrow police, Ukraine go…",negative,negative,0.8235639333724976,102,positive,0.9999951124191284,39.56295800162479,37.74637499009259,negative,0.5906193256378174,274.459709005896
"@user Stay right here, buddy. There are lots of nasty women and bad hombres that are staying too.",neutral,negative,0.8697142601013184,97,positive,0.8587692379951477,37.55087501485832,40.119500015862286,negative,0.6696254014968872,246.2109159969259
These Formula racing champs use 3D printing as a key part of their racing strategy. It's the perfect tool with only…,positive,positive,0.91533225774765,116,neutral,0.8873187899589539,38.397458993131295,34.45291600655764,positive,0.8683211803436279,249.0734999882989
"#Russia-n and Chinese Defense Ministers discuss the latest development in #Libya, on the margin of a joint military…",neutral,neutral,0.9320834875106812,116,positive,0.9999537467956544,38.25979100656696,33.06412498932332,neutral,0.9607585668563844,257.10616700234823
"Suarez on twitter: ""YNWA #StevenGerrard"" [@LuisSuarez9] #FCBlive",positive,neutral,0.7687668204307556,64,neutral,0.997920572757721,39.07129098661244,34.37058301642537,neutral,0.9657357931137084,256.88483301200904
More happy tails!Gino and Rex have been adopted!Gino narrowly escaped euthanasia by heartstick. He is now the...,positive,positive,0.9624837636947632,112,positive,0.9998716115951538,37.23312498186715,35.59945899178274,positive,0.9667366743087769,409.67733299476095
"Electoral college hasn't even decided to vote for him, and he can't stop himself from fucking up. @user c…",negative,negative,0.9148086905479432,106,positive,0.9028878211975098,37.09520900156349,32.16324999812059,negative,0.88728266954422,302.3388749861624
"Its to be expected from ""electing"" a Fascist Nazi",negative,negative,0.8353473544120789,49,negative,0.7666770815849304,41.00949998246506,23.229749989695847,negative,0.944352090358734,283.1429170037154
"@user sadly, Putin has won big time over the past 10-15 years. His biggest triumph being the election of his proxy @user",positive,neutral,0.4259009063243866,120,positive,0.9999334812164308,36.43829200882465,30.37470899289474,negative,0.8450524210929871,265.9966670034919
US Airstrikes Hit 34 Daesh Fighting Positions Near Libya's Sirtehttps://t.co/E2aJFRljJx#Libya #News,neutral,neutral,0.6395756006240845,99,neutral,0.9685289859771729,45.56483399937861,39.97554100351408,negative,0.5757631659507751,254.50183398788795
watching Michael Moore in TrumpLand on @user,neutral,neutral,0.89533531665802,44,positive,0.9999402761459352,43.00520900869742,21.9590830092784,neutral,0.930526077747345,242.7183749969117
@user you were elected with promise to keep #Medicaid #Medicare Paul Ryan was not elected #POTUS PLEASE do not kill w his plan,negative,negative,0.6292964816093445,126,positive,0.9997320771217346,37.032583000836894,30.704000004334375,negative,0.595022439956665,258.08475000667386
After finally watching the whole of #FantasticBeasts I can officially say that it is a bloody awesome film✨,positive,positive,0.989232897758484,107,positive,0.99904602766037,36.29145797458477,27.786999999079853,positive,0.9914775490760804,247.63495801016688
Creepy name dropping won't hide your fake followers @user #Thanksgiving!@RadioFreeTom @user,negative,negative,0.872545063495636,91,negative,0.998376727104187,35.80199999851175,28.421249997336417,negative,0.8680206537246704,265.0141659833025
No mention of miasms. #homeopathy,neutral,neutral,0.7421480417251587,33,neutral,0.9996631145477296,39.74704199936241,21.3041249953676,neutral,0.6466702818870544,252.96704200445672
"*** COURTESY POST - URGENT - RESCUE ONLY ***In danger of euthanasia, rescue needed NOW. Spalding County is in...",negative,neutral,0.633812427520752,112,negative,0.9471185207366944,47.48925002058968,36.81029102881439,neutral,0.5028239488601685,277.58212501066737
@user @user oh my godddd!@@@,positive,negative,0.5602296590805054,28,positive,0.9999982118606568,39.94295801385306,21.172292006667703,positive,0.8755359649658203,273.9290409954265
"@user @user I hope this isn't another attempt to get a 300 hitter from the National League who now hits 220 Tai wins Cy young, ew",negative,negative,0.7566946744918823,129,positive,0.9999996423721312,44.18958400492557,37.9165830090642,negative,0.5743179321289062,270.10379199055023
Omg I love Jill Scott why am I just now watching #ThankYouObama 😭,positive,positive,0.9781365990638732,65,positive,0.9999995231628418,43.32654198515229,26.30758300074376,positive,0.9900335669517516,262.1506660070736
"@user I'm still hype af for Berseria, Persona 5 and FFXV!",positive,positive,0.9793263673782348,57,positive,0.999996542930603,42.57254200638272,28.874707990325987,positive,0.9918428659439088,241.97795800864697
Niggas be broke that's the reason they hate flipping them burgers for minimum wage 😅,negative,negative,0.7847338318824768,84,negative,0.9999561309814452,40.35833300440572,27.68391600693576,negative,0.9148219227790833,246.1822920013219
"If their great-grandfathers who fought in WWII could see alt-rightists applauding ""Hail Trump,"" they'd give them such an ass-kicking...",negative,negative,0.7216489315032959,135,positive,0.9763107895851136,42.36974997911602,38.856833009049296,negative,0.9023061990737916,278.00595900043845
@user @user @user Well I will not stop complaining as your vote went towards a misogynist and a p*ssy grabber #StillWithHer,negative,negative,0.9076566100120544,123,positive,0.9999879598617554,42.84845798974857,38.08970900718123,negative,0.8943015933036804,249.28491600439884
"Fascinating interview with former Georgia President Mikheil Saakashvili - very candid about Putin, Trump & NATO",positive,positive,0.7806006073951721,111,neutral,0.8463719487190247,36.46083298372105,29.458750010235235,positive,0.5901995897293091,253.5376249870751
@user There isn't even a proper correlation because almost all of the decline in deaths&complications occurred BEFORE the vaccines,negative,negative,0.7643298506736755,130,positive,0.9708877205848694,39.470583986258134,29.2913330195006,negative,0.6194871664047241,254.78879202273671
